dates,weekday,age,BMI,sex,favorite_food,allergies,ethnicity,haircolor,eye_color,BFI_O,BFI_C,BFI_E,BFI_A,BFI_N,scratch,itch,coinflip,blood_type,first_name,identifier,normal,werewolf,wererabbit
1982-11-10,Wed,33,24.930219635015114,female,Salmon,NA,white,brown,brown,4.497361686869051,3.5187782126901137,2.3218333538160367,3.9111330691432626,3.6195587243104907,3,7,tails,O+,Shirley,802,0.42,0.55,0.02999999999999997
1962-08-04,Sat,53,26.326534139392002,female,Bacon,NA,white,brown,light blue,4.615562821570561,3.464372776055257,4.270979095792922,4.710524440575502,2.3518847610716813,3,5,tails,O+,Aixa,692,8.326672684688674e-17,0.82,0.17999999999999997
1985-01-01,Tues,31,37.022029453582704,male,Grapes,NA,white,light brown,brown,3.9440138399993856,3.8501753041152833,2.905050363033981,3.655690708624011,2.055607061565757,1,1,tails,A+,Ezequiel,956,0.19000000000000003,0.5800000000000001,0.2299999999999999
1993-01-05,Tues,23,33.71754081522946,female,Beef,NA,white,brown,hazel,3.015066503149342,3.196385791053639,2.3636563050291413,4.099288261334835,2.680833423650494,3,5,heads,O+,Ernestine,507,0.32,0.56,0.11999999999999994
1972-10-18,Wed,43,31.689498262682726,male,Pasta,NA,hispanic,black,black,3.5597221456070742,4.953197480820471,3.0340619548057117,3.6719473304111494,3.109266610828537,1,2,tails,O+,Lejon,199,0.18000000000000002,0.3,0.5199999999999999
1967-10-04,Wed,48,24.098277022955713,male,Beef,NA,white,brown,hazel,4.81006387364787,3.502138373840849,3.388697656642289,4.454646410865534,2.6770151995954605,3,3,heads,B+,Stefen,580,0.43,0.25,0.32
1988-12-24,Sat,27,30.949789154205938,female,Pancakes,NA,white,blond,green,3.308131896531219,2.90659526121123,3.7549536845371803,4.026472765699654,3.29009618519072,6,1,tails,O+,Dajuana,223,0.32,0.38,0.3
1970-04-12,Sun,46,30.5590717823117,male,Steak,NA,hispanic,brown,brown,2.9716377614552227,2.7210409337534873,3.0409411374711897,4.09554380276356,2.092408314317339,2,2,tails,AB+,Brenon,394,0.35,0.54,0.10999999999999999
1987-10-19,Mon,28,15.527341478709594,female,Chocolate,NA,white,light brown,blue,5.512204466308782,4.587156964177528,3.9759727419105553,3.200686371274448,1.6042293760386863,6,1,heads,O+,Kersten,586,0.8200000000000001,0.13999999999999999,0.039999999999999925
1985-01-21,Mon,31,27.8108306533311,female,Corned Beef,NA,hispanic,black,brown,3.3148314527425087,3.6895808035797706,2.79085426222351,3.31381803970086,2.9644684906797147,4,2,tails,O+,Johnsie,731,0.20000000000000004,0.42,0.38
1986-12-12,Fri,29,20.610677698099813,female,Popcorn,NA,hispanic,brown,brown,3.8366782119339393,3.859648347811243,3.7657112268858843,4.631023979420091,3.9518322586527566,2,3,tails,A-,Sharity,340,0.16,0.7100000000000001,0.12999999999999992
1987-08-14,Fri,28,28.660495282788922,female,Pizza,NA,white,brown,blue,3.306518329565648,3.0966040748044583,4.923433816989007,3.8774889401822468,4.441167595246107,6,6,tails,A+,Sarha,294,0.12999999999999998,0.32,0.5499999999999999
1998-08-23,Sun,17,27.345391206647374,male,Ice Cream,NA,white,brown,brown,3.3319755572139265,3.384270736876398,4.778208424026486,2.9850980815609516,3.0998089041754837,7,7,tails,B+,Danial,635,0.20000000000000004,0.33999999999999997,0.45999999999999996
1982-09-18,Sat,33,30.20153676295731,female,Steak,NA,white,black,brown,4.200956413972693,4.469395228449522,1.9865153304221022,3.258785207047738,2.7510519662610053,7,2,heads,O+,Ieisha,420,0.63,0.21000000000000008,0.15999999999999992
1963-03-08,Fri,53,34.71976750492759,male,Pasta,tree nuts (such as cashews or walnuts),hispanic,black,green,3.7300888952691578,4.285141183015999,4.123268562724369,3.6079886432332438,2.851625087039664,2,6,heads,AB+,Dominique,791,0.73,0.13,0.14
1965-02-07,Sun,51,24.977105796505175,male,Blueberries,NA,white,blond,blue,3.9574416615411074,4.57278821644318,4.242894453186759,3.40678929711152,3.042566646175685,6,6,heads,A+,Israel,834,0.32,0.27,0.41
1982-10-23,Sat,33,31.211696502300647,female,Peanut Butter,NA,white,brown,hazel,3.920853424329636,2.7683386212263965,1.3498704342270775,3.6951066295685453,3.682600759782794,1,7,heads,O-,Beronica,150,0.7400000000000001,0.16,0.09999999999999987
1996-03-23,Sat,20,20.430735656591498,female,Eggs,NA,hispanic,black,light brown,3.02103764532145,2.937001900272517,2.2312011720900453,4.859990094346884,4.016276605848754,2,4,heads,O+,Regena,756,0.35,0.5800000000000001,0.06999999999999995
1961-08-15,Tues,54,22.727313988183006,female,Mashed potatoes,NA,white,blond,blue,2.8409948442373416,3.2055074591278157,2.435082139919732,4.176339870036114,3.318891637883806,3,4,tails,A+,Karlea,840,0.45999999999999996,0.45999999999999996,0.08000000000000007
1980-01-10,Thurs,36,30.90487606397424,male,Corned Beef,NA,white,light brown,hazel,2.902383282340834,3.028524531381668,3.9310746697303407,3.6420429434043307,-0.17093933330145417,1,3,tails,A+,Cornelious,996,0.39,0.31,0.29999999999999993
1994-08-14,Sun,21,28.9324441454485,male,Banana,NA,black,black,brown,4.5697047499128205,2.772778482073784,4.128389559139381,3.2941637113835354,5.464055385678304,3,6,heads,O-,Rodell,812,0.39,0.53,0.07999999999999996
1975-03-21,Fri,41,11.130463485021535,female,Halibut,NA,hispanic,brown,brown,3.6455393022057296,4.046988432289359,1.8807199175675509,4.2455143553515065,3.7748026179545406,1,4,tails,O+,Shaneisha,568,0.08000000000000004,0.37,0.5499999999999999
1960-08-07,Sun,55,17.751445755092348,male,Almonds,NA,white,brown,light blue,3.3891159002738718,4.6136087763495635,3.9028741223037873,3.765409285278398,2.7058269132158053,5,7,tails,O+,Mallie,164,0.3,0.53,0.16999999999999998
1966-06-02,Thurs,50,36.52729247042493,female,Bacon,NA,hispanic,black,brown,5.022512478543682,3.664043213096128,3.47013239175161,4.319366588283569,5.253387730368242,6,1,heads,O+,Crosby,891,0.32,0.19000000000000006,0.48999999999999994
1966-04-10,Sun,50,27.91877405719126,female,Blueberries,NA,white,light brown,hazel,3.3849339485292718,1.977200565788431,1.9397936389632315,3.371310720766686,3.133632868661735,2,2,heads,O+,Chamaine,292,0.49,0.25,0.26
1990-09-11,Tues,25,36.807144154053326,male,Eggs,NA,white,brown,blue,3.926201546891844,4.135995150068851,4.324799460237314,4.875373495718733,2.528306389019656,1,5,heads,A+,Aleem,940,0.3,0.5800000000000001,0.11999999999999994
1963-01-08,Tues,53,26.207425136248336,female,Lamb,NA,white,blond,brown,3.778633667773502,3.801263659127819,2.994432965750914,3.5353585871312,3.6287879218847743,7,1,heads,O+,Nico,239,0.6,0.19000000000000006,0.20999999999999996
1994-03-19,Sat,22,19.041739818704432,female,Sweetcorn,NA,black,black,black,3.77648237886491,3.0611538784787995,2.1803518127373893,3.551496978104052,1.9425915854752196,7,7,heads,A+,Floria,706,0.32999999999999996,0.44999999999999996,0.22000000000000008
1977-03-25,Fri,39,24.322622877775018,male,Lamb,NA,white,brown,brown,3.67497112525037,2.6557401217741825,3.6899008918729255,4.396631233360909,3.610625206094922,5,5,tails,O+,Nereo,683,0.16,0.76,0.07999999999999999
1985-10-14,Mon,30,29.52689390532983,male,Mashed potatoes,NA,white,brown,brown,3.9418899935192258,4.5657024899424705,4.484030423867971,2.50901385689099,3.500889509718965,6,4,heads,A+,Brooklyn,842,0.8,0.18000000000000005,0.019999999999999907
1975-04-07,Mon,41,24.183314317839752,male,Oysters,NA,white,brown,brown,4.792939644900773,4.282444179335186,1.2058828659522391,3.8028663504785047,4.723963713300411,2,7,heads,A-,Tyrel,639,0.35,0.18000000000000005,0.47
1999-02-14,Sun,17,29.12324916327948,female,Cheddar cheese,NA,hispanic,brown,brown,3.933257315146652,3.828545302385649,2.2602321657431803,3.786681279199761,1.499979820494357,2,6,tails,A+,Lesslie,602,0.43,0.56,0.009999999999999953
1997-04-22,Tues,19,24.275785970935488,female,Watermelon,NA,white,brown,blue,4.392308810439384,4.367246010905841,2.8134354418925995,3.7210931683175423,3.2225794821081735,2,3,heads,O+,Dalilah,460,0.39,0.59,0.020000000000000018
1990-10-05,Fri,25,18.98374316772866,female,Apples,NA,white,blond,brown,4.032480284869317,2.1011403579473176,3.6506175564690304,3.3038608561730207,2.83118451361841,3,5,tails,O+,Shundra,398,0.31,0.55,0.13999999999999996
1982-11-15,Mon,33,21.305985192827066,male,Prawns,NA,white,brown,blue,5.3871096488995285,3.4158710131875893,4.825142774891586,3.988939050899957,3.623925567164576,1,5,tails,O-,Jaden,64,0.32999999999999996,0.52,0.15000000000000002
1966-09-11,Sun,49,33.27822311005037,female,Watermelon,NA,white,brown,blue,4.260724479443731,4.646573912587196,3.57662460107619,3.8665359881595434,3.8954096006639207,6,2,heads,AB+,Anneliese,131,0.72,0.24,0.040000000000000036
1970-08-16,Sun,45,18.275027987228952,female,Prawns,NA,white,brown,brown,3.139865363705927,3.731133508625636,3.588077983608277,3.7502005107735314,3.726294921059475,5,7,tails,AB+,Addison,543,0.23,0.35,0.42000000000000004
1998-04-24,Fri,18,21.290674758830676,female,Apples,NA,white,brown,blue,4.005727286487551,3.487584829654664,4.726251544397987,4.455739171108655,3.223837436161552,1,3,tails,O+,Shelley,698,0.47,0.32999999999999996,0.20000000000000007
1968-02-27,Tues,48,22.03903152759277,male,Donuts,NA,white,brown,blue,4.384193026009936,3.8176899048976525,2.871942828584984,4.208449686221762,2.891523940498807,5,7,tails,O+,Linden,628,0.44,0.09,0.47000000000000003
1978-01-30,Mon,38,25.931172432419668,male,Eggs,NA,white,brown,blue,3.75023175151819,3.9080195058516747,3.5086891331712677,4.39379272586118,1.9567602318118826,2,5,heads,O+,Didier,768,0.52,0.16000000000000003,0.31999999999999995
1969-07-29,Tues,47,34.74786320788299,male,Sweetcorn,NA,white,light brown,blue,3.818624953294673,2.828790306781237,3.7472112369725994,4.239581031308476,3.867384372001924,2,4,tails,O+,Amon,807,0.19000000000000003,0.7000000000000001,0.1099999999999999
1978-08-25,Fri,37,24.59654772736779,female,Strawberries,NA,hispanic,light brown,brown,3.552859611102148,4.1253087235451265,3.505153062326866,4.18052069433628,2.8661070572018823,1,7,heads,O+,Maribell,493,0.43,0.24,0.33
1960-05-10,Tues,56,26.022147809422286,female,Eggs,NA,white,light brown,brown,4.106312676793208,4.08273385889416,0.6915199778780186,4.033987814577312,2.813885135180868,7,3,heads,B+,Glendora,352,0.8272968532198987,0.15000000000000002,0.022703146780101324
1968-03-24,Sun,48,34.73505351790816,female,Soup,NA,black,black,brown,3.1747626823337045,4.804563136494764,3.671973358441528,3.917891999079235,3.2616782207051935,4,2,heads,O+,Annelise,526,0.2,0.42,0.38000000000000006
1964-08-01,Sat,52,33.171807871815936,male,Mango,NA,white,brown,brown,4.583930113173087,3.9630996921676305,4.801076540433175,3.9756461937825907,3.2176058296865535,1,3,heads,O+,Rafiq,146,0.09999999999999999,0.48,0.42000000000000004
1962-01-02,Tues,54,28.43425353307547,male,Lamb,NA,white,brown,blue,3.4917070469766935,3.94042228077196,4.1210597727287155,4.239846802651754,3.1270834270448202,3,5,tails,O+,Cliff,485,0.56,0.4,0.039999999999999925
1962-10-22,Mon,53,29.358395041231212,male,Blueberries,NA,white,red,blue,3.8345162824006374,3.1353908468678373,3.9265365670220276,4.229292054957505,3.1806470067697723,6,2,heads,A-,Lonzo,945,0.5700000000000001,0.1200000000000001,0.30999999999999983
1996-11-09,Sat,19,28.439904852753667,female,Halibut,NA,white,brown,brown,3.669514058580849,3.851742882124032,4.29703520092215,3.9166147679023733,3.358947579127951,6,3,heads,O+,Tiwanna,751,0.34,0.44,0.22000000000000003
1962-02-04,Sun,54,8.168481287227024,male,Tuna,NA,white,light brown,hazel,3.2794646149454074,3.9979017303254176,2.4145603782861,5.00079151094529,2.1394696923071903,2,7,tails,O+,Yonatan,866,0.20000000000000004,0.79,0.009999999999999926
1962-01-17,Wed,54,22.82811991645255,female,Mashed potatoes,NA,hispanic,black,black,4.3036552071281875,3.2506863574045175,3.457851957387389,4.297591350549694,3.220756537207979,4,5,heads,A+,Lasheika,300,0.32,0.29000000000000004,0.38999999999999996
1981-11-09,Mon,34,23.113902857086,female,Artichokes,NA,white,brown,blue,3.8204987786280595,3.455605252145298,3.9231976336063292,2.933104907440569,2.9103298024704887,2,2,tails,A-,Shakirra,361,0.05000000000000002,0.36,0.59
1987-07-12,Sun,29,42.804851954936936,male,Halibut,NA,white,light brown,blue,3.9452886748558496,3.2788637674924366,1.9487651674684794,4.147986087680199,3.1679840935013397,2,1,tails,O+,Gavan,335,0.12999999999999998,0.44,0.43000000000000005
1982-11-02,Tues,33,19.156886613440083,female,Blueberries,NA,hispanic,black,hazel,4.289096076290995,3.532131407914827,2.508368562646984,4.363923512045468,2.030695826316488,6,1,tails,B+,Karlynn,546,0.4,0.52,0.07999999999999996
1988-07-20,Wed,28,39.77759697663015,male,Noodles,NA,white,black,light blue,5.562181644095961,2.667206676552987,2.958597787300435,5.197974314049216,2.3307997489359957,2,7,heads,O+,Garen,225,0.38,0.5800000000000001,0.039999999999999925
1996-09-20,Fri,19,34.553984670570514,male,Ice Cream,NA,hispanic,black,brown,4.995694061133734,3.7687778204150564,3.204920164987341,4.833772103765861,2.2937013429100914,1,2,tails,A+,Dewain,811,0.09000000000000005,0.8600000000000001,0.04999999999999985
1969-12-17,Wed,46,16.621634552234035,female,Blueberries,tree nuts (such as cashews or walnuts),white,brown,blue,3.005670479632139,5.255732285365304,3.6532015697348967,4.999190264917587,4.156211710345944,4,7,heads,A+,Tiann,62,0.44,0.28,0.27999999999999997
1996-11-29,Fri,19,27.48267928221009,female,Waffles,NA,white,brown,hazel,3.3980520293040635,3.6298355033196352,3.470828385645485,4.566407738978922,2.377520305190234,1,6,tails,O+,Alisandra,703,0.010000000000000092,0.7782685390834855,0.21173146091651443
1973-12-31,Mon,42,30.757914435890346,female,Chicken,tree nuts (such as cashews or walnuts),white,blond,blue,3.6909956594905995,3.940431174493537,3.3653881720689762,4.179607260737136,3.539178181831144,4,4,heads,A+,Jodi,74,0.5800000000000001,0.25,0.16999999999999993
1977-08-26,Fri,38,27.072904084219577,female,Oysters,NA,white,light brown,blue,2.5555452720546548,3.3309009142372057,5.239726901258711,3.222945159653074,4.728604682460501,7,6,tails,O+,Takema,52,0.12000000000000008,0.6,0.2799999999999999
1983-08-12,Fri,32,29.498234654005888,male,Asparagus,NA,black,brown,brown,3.4850790192936025,3.996743561952163,4.195108021602107,4.172035830431981,2.7113194791382695,2,6,tails,O-,Cecilia,766,0.05000000000000002,0.48000000000000004,0.47
1960-04-29,Fri,56,31.49625408651468,female,Cashwew nuts,NA,white,brown,blue,4.1564752930164905,2.740386700334974,4.291850000440775,3.0713519631356756,4.612271407195242,6,5,heads,O+,Darnetta,16,0.7,0.26,0.040000000000000036
1965-07-15,Thurs,51,35.11130589524633,female,Steak,NA,white,blond,hazel,3.961635821930853,3.5129116585190046,3.9231920956880453,4.0311703658814295,2.6539944150262986,7,6,heads,O+,Ericka,531,0.31,0.30000000000000004,0.38999999999999996
1997-08-20,Wed,18,20.66636986757576,female,Noodles,NA,hispanic,black,brown,2.4272118694087617,4.778694440105558,3.7660300951558865,3.650776041531566,1.8012971823309962,2,6,tails,O-,Kaira,909,0.32,0.48,0.2
1995-10-22,Sun,20,26.526477167712304,male,Sweet potato,NA,white,brown,brown,4.634121148337888,2.2432026514067633,3.301183010987378,4.797718965150018,4.9665370638920034,6,7,heads,O+,Stewart,738,0.39,0.43,0.18000000000000005
1996-09-02,Mon,19,32.24635139409922,female,Eggs,NA,white,blond,brown,4.127366672384776,3.83093729206439,2.72887030164751,3.1457595486245005,2.4269045446388633,1,4,heads,O-,Cheryle,561,0.2,0.71,0.09000000000000002
1987-10-22,Thurs,28,28.71489617903825,female,Cheddar cheese,NA,white,light blond,brown,4.20194530120836,5.598707952920611,3.3048282401193876,3.4097279319750697,3.0523495251402673,5,7,tails,A+,Aline,326,0.16,0.51,0.32999999999999996
1996-08-07,Wed,19,22.22069425728333,female,Sushi,NA,hispanic,black,brown,3.3580285404906367,3.4223759142662553,3.3160810329453994,3.330586315159838,4.564883500143233,3,5,heads,A+,Wilnesha,746,0.64,0.13,0.22999999999999998
1969-01-05,Sun,47,25.138183487256253,male,Eggs,NA,white,brown,brown,3.706043804420733,4.766151859468856,3.858921579133338,3.4926352538507586,5.409550725740983,6,4,heads,O+,Khalif,576,0.74,0.17,0.08999999999999997
1987-04-10,Fri,29,33.15726451771126,male,Ice Cream,NA,white,brown,hazel,3.795687731639759,2.7126559818363414,2.210514517960088,3.205830562194345,4.813354799317233,4,2,heads,A+,Buster,3,0.27,0.52,0.20999999999999996
1997-04-03,Thurs,19,19.732851959464867,male,Grapes,NA,white,brown,blue,3.48371041165052,3.1105210732527415,2.777786005326324,4.345460699883124,3.2366918547158634,1,3,tails,A+,Tanner,42,0.12000000000000008,0.8357841183943369,0.04421588160566306
1977-07-30,Sat,39,38.29229825723394,male,Artichokes,fish,hispanic,brown,brown,4.88776105644097,3.9356221508815734,3.2998116141344207,3.755448525052078,4.30507936150243,7,7,tails,O-,Carson,688,0.56,0.31,0.1299999999999999
1994-08-09,Tues,21,38.93005628450501,female,Rice pudding,NA,white,brown,hazel,3.7870889816699917,5.081560177751912,3.3569530142268786,3.2467481857987046,3.9800934781835933,3,4,heads,A+,Pammy,200,0.14,0.16000000000000003,0.7
1983-04-29,Fri,33,19.583070901880617,male,Apples,NA,white,black,blue,3.742014556812318,3.45305900013155,3.532304229889302,4.164826594102355,4.0467325633213385,6,6,heads,A+,Jeffey,845,0.41,0.10000000000000009,0.48999999999999994
1992-12-21,Mon,23,29.427540924593725,male,Pineapple,NA,white,light brown,green,3.8969674312988487,5.267225415315291,3.5067765188339504,4.240834052435238,3.002543064678695,1,7,tails,O+,Romano,73,0.17,0.7248952594775402,0.1051047405224598
1965-03-24,Wed,51,32.255541841563655,male,Bacon,NA,white,light brown,blue,3.603094208857263,3.170864263943515,3.1955453216152456,2.3546649609423245,2.243585683127489,4,4,tails,O+,Mason,986,0.45,0.41,0.14000000000000007
1994-08-02,Tues,21,31.495430357812136,male,Hamburgers,NA,white,light brown,blue,4.424472647593314,4.856581905590565,4.115665735914445,5.040246472125414,4.004573504284147,6,6,heads,O+,Thornton,534,0.36,0.20000000000000007,0.43999999999999995
1969-10-24,Fri,46,26.142509183742945,female,Salmon,NA,white,brown,brown,3.5673274960561177,3.8228359176864206,2.575194131370603,3.694000418002438,2.438272952996128,2,6,tails,O+,Mariea,135,0.59,0.32999999999999996,0.08000000000000007
1991-01-28,Mon,25,24.15138718279173,female,Pizza,NA,white,light brown,brown,4.65930418485306,4.874019544226085,3.7451817481764307,3.030662845714242,4.957479161186543,6,3,tails,B+,Diedre,236,0.0200000000000001,0.5800000000000001,0.3999999999999998
1968-03-07,Thurs,48,30.95157197392572,female,Mango,NA,hispanic,black,brown,3.7731683742300897,3.9007982359532485,2.4059825933843633,4.217372374704208,2.633791151766364,5,1,tails,A+,Marnie,437,0.17,0.6,0.23
1961-01-15,Sun,55,29.76949768505026,female,Artichokes,NA,black,black,brown,3.91005029009153,4.194676550736191,4.240332712187712,4.702610552697377,4.161921541893452,7,1,heads,O+,Angella,138,0.55,0.28,0.16999999999999993
1988-08-10,Wed,27,15.333879675391596,female,Corned Beef,NA,white,brown,hazel,3.3299604747176583,4.00419594252297,3.4699740880726178,3.810517889528263,1.4487184597815612,1,5,heads,O-,Gila,246,0.61,0.28,0.10999999999999999
1988-10-30,Sun,27,35.110224563047225,male,Mozzarella-cheese,NA,white,brown,blue,3.7743604949481853,3.024829812819186,3.1708163448334834,4.459182684439399,3.9211075903394406,2,6,tails,AB+,Rathanak,928,8.326672684688674e-17,0.55,0.44999999999999984
1974-05-17,Fri,42,21.23020471533878,female,Pineapple,NA,hispanic,brown,brown,3.786900299667734,2.7231257868173357,2.5863721889312856,3.796991701943284,3.7807914410986827,4,5,heads,A+,Mendi,964,0.5800000000000001,0.24,0.17999999999999994
1975-10-14,Tues,40,26.14780307553076,female,Salmon,NA,hispanic,brown,brown,4.283606986159763,2.0119582386409656,4.610746712437758,3.6598648353048127,3.2995685178025767,3,6,heads,O+,Sami,310,0.77,0.13,0.09999999999999998
1972-10-05,Thurs,43,33.257316995304976,male,Hamburgers,NA,white,brown,brown,3.777518869881679,3.201451828411293,4.42911886017763,4.099056774901276,2.993775888200145,5,5,tails,A+,Kavin,687,0.060000000000000026,0.8799999999999999,0.06000000000000008
1983-07-11,Mon,33,35.56302224290956,male,Mashed potatoes,NA,black,black,brown,3.306140241942435,4.226203602063012,3.4112731783646226,3.929335221080281,4.775824331696681,6,7,tails,A+,Gonzalo,710,0.28,0.33999999999999997,0.38
1998-10-01,Thurs,17,27.92918937054562,male,Pizza,NA,black,black,brown,2.465845963198386,3.2711430873885643,3.765231634238849,6.167262691883812,2.8696032021508784,6,7,heads,O+,Jwyanza,201,0.36,0.19000000000000006,0.44999999999999996
1986-08-12,Tues,29,29.39526808328283,female,Halibut,NA,white,light brown,green,3.367723807202147,3.7748523175351223,4.1787053212122025,3.9251350951491304,2.8017167624791104,7,4,heads,A+,Donnisha,444,0.74,0.26,0.0
1989-10-23,Mon,26,29.467348690622813,male,Donuts,NA,hispanic,black,brown,3.368544409922581,4.399306386631062,3.39378576187082,3.079172334035992,2.00265521168212,2,6,tails,O+,Harrison,407,0.56,0.31,0.1299999999999999
1995-02-16,Thurs,21,22.435300809639635,female,Mango,NA,white,brown,brown,4.682969951976133,4.29878218739125,3.1403160488188058,2.631900346028681,4.15966797840918,7,2,tails,O+,Jennelle,451,0.5800000000000001,0.33999999999999997,0.07999999999999996
1990-09-14,Fri,25,19.827832156761062,male,Cashwew nuts,NA,hispanic,brown,brown,3.5281300768600303,3.328891797613435,4.89571435382483,4.080129168803234,2.390770972879563,7,2,heads,A+,Tymon,364,0.51,0.16000000000000003,0.32999999999999996
1965-10-26,Tues,50,27.928929272363888,female,Steak,NA,black,black,black,2.442898050499496,3.2718268288067094,4.20961171021179,4.177352715511349,3.04900143403816,3,4,heads,A+,Brendaliz,78,0.35,0.56,0.08999999999999997
1984-12-14,Fri,31,35.96070700918792,male,Salmon,NA,white,brown,blue,4.399473050258303,4.272070418208574,5.154068272500264,2.895164982021571,2.6101389303467695,5,2,tails,O+,Ulysses,955,0.05000000000000002,0.54,0.4099999999999999
1973-09-05,Wed,42,23.28721937566969,male,Strawberries,NA,white,light brown,blue,4.393755291866353,2.717914957878339,3.544927183746029,3.783662328289043,3.565218911035476,3,4,tails,O+,Kamar,208,0.31,0.6,0.09000000000000002
1982-11-07,Sun,33,38.48987000475623,male,Bacon,NA,hispanic,brown,brown,3.8052125561236894,2.2541597617866493,4.797044407674637,4.664446418572666,3.7928976236458682,1,4,heads,A+,Carson,999,0.38,0.19000000000000006,0.42999999999999994
1971-01-02,Sat,45,27.78740646851482,female,Meatballs,NA,white,brown,brown,2.9007741230609674,2.9438459563187322,3.6526340630093603,4.746834135738152,3.661037218263754,4,4,tails,A+,Sallyann,527,0.45999999999999996,0.44,0.10000000000000009
1964-04-30,Thurs,52,19.62582991050207,male,Cheddar cheese,NA,white,blond,black,2.7633563491486974,2.2860458965089006,3.019045033260408,3.3874095477432347,2.663740720372846,3,3,heads,O+,Francisco,735,0.44,0.24,0.32
1966-01-07,Fri,50,17.14896108611303,male,Sweetcorn,NA,white,blond,other,4.890401093063096,3.0432712586921613,3.385063477096497,4.36912445086435,1.846656550149732,6,6,heads,O+,Baretta,963,0.5800000000000001,0.15000000000000002,0.2699999999999999
1968-05-22,Wed,48,22.369655037786767,female,Avocado,NA,hispanic,black,brown,3.193286464025519,3.355388935682874,4.864484205564149,4.433876862207713,5.250611234646104,5,6,tails,B+,Kamecia,860,0.12999999999999998,0.63,0.24000000000000002
1974-09-08,Sun,41,30.020550869680214,male,Banana,NA,hispanic,brown,brown,3.6498566867046733,2.651514322188897,3.5757630725911316,3.916735760840596,3.289681190133348,1,4,tails,A-,Keithan,748,0.31,0.38,0.31
1983-10-13,Thurs,32,32.19966598042071,male,Mashed potatoes,NA,black,brown,brown,3.6311106511573206,4.427664116938956,4.372123175796112,3.8112210213933744,4.268175159152799,1,6,heads,A+,Markus,788,0.75,0.22000000000000008,0.029999999999999916
1977-11-26,Sat,38,30.948369439581597,male,Almonds,peanuts,white,blond,green,3.1148049655026693,3.932678207168729,3.4083121259576457,3.9212504613620034,3.247490853069245,1,6,tails,A+,Neil,280,0.12999999999999998,0.36,0.51
1980-09-11,Thurs,35,17.65335309083128,male,Chicken,NA,white,brown,brown,3.7572158943047467,4.8433443564445975,3.9636234403596076,3.148602074324846,5.697701306463532,5,4,tails,O+,Bishara,447,0.13,0.37,0.5
1966-06-20,Mon,50,23.20271350314943,male,Donuts,NA,white,brown,blue,3.4373591342121594,4.362884584951365,2.8321360336224912,3.692161060818594,2.611579599020418,2,2,heads,A+,Llewelyn,189,0.68,0.30000000000000004,0.019999999999999907
1980-02-15,Fri,36,33.996778994812445,male,Banana,NA,white,brown,green,2.6532153453283405,4.0383656076839145,5.228026365357949,2.6130834672471757,3.339404790859842,3,2,tails,O+,Theran,512,0.56,0.38,0.05999999999999994
1963-08-15,Thurs,52,28.663541169067457,male,Popcorn,NA,white,blond,green,3.974370402317763,4.523096870730627,4.20715103207114,4.423200879222974,2.9609016581099845,7,1,tails,A+,Rashad,368,0.52,0.32999999999999996,0.15000000000000002
1978-12-22,Fri,37,33.17179253759461,male,Mango,NA,white,blond,blue,2.402535954190985,3.2110842941835673,3.100978235704142,3.7664404286157747,2.780850082593017,7,1,heads,O+,Umer,196,0.31,0.44999999999999996,0.24000000000000005
1963-05-10,Fri,53,32.25340442937019,male,Tuna,NA,white,brown,blue,3.3978279671726632,3.5710456046409416,3.5468368681148483,3.693873072943547,3.284282031322059,3,2,heads,A+,Dariel,867,0.7272968532198987,0.20000000000000007,0.07270314678010126
1981-02-19,Thurs,35,19.9691281856841,male,Meatballs,NA,white,brown,brown,3.63720930595768,3.8997392220258797,2.695105036109094,3.8682306277233987,2.388728849822241,2,3,tails,A+,Akira,648,0.03,0.54,0.42999999999999994
1986-02-15,Sat,30,28.00313302957601,male,Beef,NA,white,brown,blue,3.560039364531911,4.0034501748961135,2.202304294104753,4.19285208974746,3.1249404272972305,5,2,heads,O+,Dustyn,465,0.37,0.10000000000000009,0.5299999999999999
1995-07-15,Sat,21,19.95597924857684,male,Asparagus,NA,white,brown,hazel,2.578692995381412,3.1215928679427494,2.701723552106547,3.907636426690213,2.0994494959647634,1,2,heads,O+,Jasson,822,0.44,0.52,0.03999999999999998
1996-07-08,Mon,20,25.668304057491923,female,Meatballs,NA,hispanic,brown,brown,5.014159381610863,3.4093621823465723,2.860704654255206,3.5558289090373973,3.395330033933888,5,4,heads,B+,Nicoletta,809,0.35,0.56,0.08999999999999997
1962-12-13,Thurs,53,17.947126154499486,male,Eggs,NA,black,brown,brown,3.8741306156297433,3.5130232442138154,3.3116019038607654,3.6151544309284738,2.1580295397002445,4,7,heads,A+,Keino,612,0.72,0.25,0.030000000000000027
1994-06-26,Sun,22,19.16618204198442,male,Beef,eggs,white,light brown,green,4.415058463060172,3.6903198953456813,3.2901353946201377,4.483435962207242,3.439982334453061,3,6,tails,A+,Phill,542,0.3,0.33999999999999997,0.36000000000000004
1978-02-04,Sat,38,20.630877741329844,female,Apples,NA,white,blond,blue,3.400296996787792,3.832714527243027,3.834319535807319,4.40664686114789,3.0572927417474176,6,4,heads,O+,Angeli,375,0.51,0.21000000000000008,0.2799999999999999
